Waktu,Inference Time,Jarak YOLO,Jarak MediaPipe,x-mid,near,Regulasi Waktu,Deteksi,Terkirim,Mencari,Keterangan
2024-12-18 12:48:07,0.38152551651000977,5.361464968152866,0,0,0,1.798506736755371,b'C\n',b'3\n',Dalam frame,Menunggu jarak aman
2024-12-18 12:48:08,0.0,5.2609375,0,0,0,0.3013739585876465,b'C\n',b'C\n',Dalam frame,Menunggu jarak aman
2024-12-18 12:48:08,0.0,0,0,0,0,0.27584338188171387,b'B\n',b'C\n',Luar frame,Mencari manusia ke Depan
2024-12-18 12:48:08,0.0,0,0,0,0,0.3151235580444336,b'B\n',b'B\n',Luar frame,Mencari manusia ke Depan
2024-12-18 12:48:08,0.0,5.805172413793104,0,0,0,0.31223249435424805,b'C\n',b'C\n',Dalam frame,Menunggu jarak aman
2024-12-18 12:48:09,0.0,5.611666666666666,0,0,0,0.3165290355682373,b'C\n',b'C\n',Dalam frame,Menunggu jarak aman
2024-12-18 12:48:09,0.0,2.4469476744186047,4.621412558954418,765,682,0.29604291915893555,b'E\n',b'C\n',Dalam frame,Kursi roda belok Kanan
2024-12-18 12:48:09,0.0,5.6875,46.11461992507799,484,341,0.2990999221801758,b'B\n',b'E\n',Dalam frame,Kursi roda Maju
2024-12-18 12:48:10,0.0,2.209317585301837,5.606280305459782,595,682,0.25158190727233887,b'B\n',b'C\n',Dalam frame,Kursi roda Maju
2024-12-18 12:48:10,0.0,2.0332125603864735,0,0,0,0.3407924175262451,b'C\n',b'B\n',Dalam frame,Menunggu jarak aman
2024-12-18 12:48:11,0.0,5.070783132530121,0,0,0,0.5357646942138672,b'C\n',b'C\n',Dalam frame,Menunggu jarak aman
